# uz-lughat-alt — رومن کی دوسری املا · کنجی = uz-lughat.json کا id
# ہر سطر:  id <tab> املا|املا|املا
4295	jhola|jhula|jhulla
4301	jhatkaa
4307	jhagraa
4308	jhel
4311	jahad|jehaad|jehad|jehd
4312	jahaaz
4313	jahazoun
4317	jahanm|jahannum|jahanum|juhnum
4323	jaib|jayb|jeab
4332	jaen|jaiy|jayin
4333	jena|jenaa
4336	jeewan|jevan|jewan
4344	haadisat|hadsaat|hadsat|hdisat
4345	hadeesoun
4346	haadisa|haadsa|hadsa
4349	haasil|hasel|hasiil|hassil
4352	haazir|haazr|hazer
4357	haalat|hallat|halt
4358	haaleya|haaliya|haalya
4359	hanmi
4368	haj|hajh
4371	haddud|hadod|hadood|hadud
4372	hadis|hdees
4375	haraasat|harasat|hiraasat|hirast
4379	herf|hurf
4382	hurmet
4390	hasab|hesab|hisaab|hissab
4391	hasadd|hassad|hussad
4397	hisa|hissaaaa
4398	hazrt
4401	hazoor|hazur|huzor|huzur
4402	hefazat|hefazt|hifazt|hifzt
4404	huq|huqq
4405	haqayaq
4413	halaal|hlal
4421	halwa|hulwa
4422	halem|halim
4429	hamayat|hamayt|hemayat|hmayat
4433	hamloun|hamlun|humlon
4434	hamlaa|hmla|humla
4449	hukam|hukkam|hukom|hukum
4450	hikmet|hikmt
4453	heyaa
4454	hayaat
4459	heraan|heran|hirran
4465	hairet|hayrat|heraat|herat
4476	khadm
4479	khaarig|khaarij|kharej|kharig
4480	khareja|kharja|kharrija
4481	kharji
4482	khaarish|khaarsh|kharesh|kharsh
4483	khass
4485	khaasa
4487	khaasi
4488	khaater|khaatir|khatar|khater
4495	khaali
4499	kahndan|khandaan|khandn
4506	khanna
4516	khaaki
4519	khatam|khatem|khtam|khtm
4520	khatema
4524	khoda
4533	khidmt
4538	karab|kharaab|kharrab
4539	kharaabi
4541	kharaash|khiraash
4550	kharach|kharich
4551	kharacha|kharicha
4554	kharedna|kharidna|khredna
4558	kahzana|khazanna|khuzana
4567	khusk
4572	khut
4573	khataa|khta
4579	khutiba
4581	khatarnaak|khaternak|khaternk|khternk
4584	khateraa|khatraa
4587	khteeb
4594	khaylaf|khelaaf|khelaf|khilaaf
4595	khelafat|khelaft|khilaft
4602	khalifa|khalifaa
4610	khanzeer|khenzeer|khenzer|khinzer
4625	khob|khub
4631	khudkash
4632	khudkashi
4634	khoraak|khuraak|khurak
4636	khosh|khushhh
4647	khauff|khof|khoff
4648	khauffzada|khaufzaada|khoffzada|khofzada
4650	kholl
4651	khon|khun
4662	khayer|kheer|kher|khyer
4665	kharyat|kheriyat
4667	khaila
4668	khele
4670	daera
4673	daakhil|dakhill
4689	darru
4703	daamen|damen|damn
4708	danna
4710	daarhi|darhii
4711	darri|derii|dri
4712	daikh|deikh|dekh
4717	dabaao|dabaoo|dbaao|dbao
4727	darassal|derasal|drasal
4730	darbaar|derbaar|derbar|drbar
4732	darjaat|derjaat|derjat
4733	darjun|derjan|derjen|derjun
4734	derja|drja
4736	derakht|drakht|durakht
4742	darazi|derzi|derzii|drzzi
4747	darmian|darmiyaan
4748	darmiani|dermiani|dermiyani|drmiani
4751	darendon|darendoon|derendon|derindon
4766	derker|drker|durkar
4768	dergah
4779	dass|dus
4785	daastano|dastaano
4788	haftaye
4790	dastakhat|destakhat|destakht|dstakht
4791	dastur
4811	dafter|daftr
4813	daffa|dfa
4814	dafan|dafen|dafun
4832	damag|damagh|dimag
4847	dawai
4880	dolat
4905	dekhana
4918	dharam|dharem|dharum|dherm
4945	dhachika|dhchka|dhechka
4959	dheme
4968	dehshat|dehsht
4973	dahhii
4994	daina|dainaa
5003	devaar|dewaar|dewar
5016	daikhna|dakhna|deikhna|dekhnaa
5019	degar
5022	dehaat|dihat
5033	zareea|zareeya|zaria|zarya
5034	zilaat|zilat
5035	zalail|zaleeel|zalel|zalil
5036	zema|zemma|zima
5043	zehin|zihan
5045	zahen|zahin
5052	raabta|rabita|rbta
5058	rajj
5098	rakhun
5099	raakhi|rkhi
5100	rakhaen|rakhain|rakhein|rakhhen
5106	rahoo
5107	rahoun|rahun
5108	rub
5114	rutiba
5125	rukhset|ruksat
5129	rizaq|rizk
5131	resala
5136	rusmi
5138	rasol|rasul
5148	reshita
5165	reyat
5166	rafitaar|raftaar
